Query	Dates range	Impressions	Clicks	CTR %	Avg. position	Avg. click position	Impressions for 1st position	Clicks from pos. 1	CTR % for pos. 1	Impressions for pos. 2-3	Clicks from pos. 2-3	CTR % for pos. 2-3	Avg. impression position for pos. 2-3	Avg. click position from pos. 2-3	Impressions for pos. 4-10	Clicks from pos. 4-10	CTR % for pos. 4-10	Avg. impression position for pos. 4-10	Avg. click position from pos. 4-10	Impressions for pos. 11-50	Clicks from pos. 11-50	CTR % for pos. 11-50	Avg. impression position for pos. 11-50	Avg. click position from pos. 11-50
ташкент с высоты	2025-01-01 - 2025-10-15	5	0	0	6,4		0	0		0	0				5	0	0	6,4		0	0			
дворец культуры авиастроителей ташкент	2025-01-01 - 2025-10-15	5	0	0	8,4		0	0		0	0				5	0	0	8,4		0	0			
ул шахрисабз	2025-01-01 - 2025-10-15	5	0	0	5,2		0	0		0	0				5	0	0	5,2		0	0			
жк казахстан	2025-01-01 - 2025-10-15	5	0	0	10,8		0	0		0	0				1	0	0	10		4	0	0	11	
развлечения в ташкенте	2025-01-01 - 2025-10-15	5	1	20	13,6	12	0	0		0	0				0	0				5	1	20	13,6	12
labze	2025-01-01 - 2025-10-15	5	0	0	6,2		0	0		0	0				5	0	0	6,2		0	0			
таш море в ташкенте	2025-01-01 - 2025-10-15	5	1	20	10,6	1	1	1	100	0	0				0	0				4	0	0	13	
акфа панорама	2025-01-01 - 2025-10-15	5	1	20	2,8	3	0	0		5	1	20	2,8	3	0	0				0	0			
эко музейи в ташкенте	2025-01-01 - 2025-10-15	5	0	0	9,4		0	0		0	0				3	0	0	8		2	0	0	11,5	
energy мирзо улугбек	2025-01-01 - 2025-10-15	5	0	0	7,2		0	0		0	0				5	0	0	7,2		0	0			
toshkent sity	2025-01-01 - 2025-10-15	5	0	0	10,2		0	0		0	0				3	0	0	9		2	0	0	12	
chrome	2025-01-01 - 2025-10-15	5	0	0	6,4		0	0		0	0				5	0	0	6,4		0	0			
ул алишера навои	2025-01-01 - 2025-10-15	5	0	0	7,2		0	0		0	0				5	0	0	7,2		0	0			
узбекистан онлайн	2025-01-01 - 2025-10-15	5	0	0	10,4		0	0		0	0				3	0	0	8		2	0	0	14	
эски тошми	2025-01-01 - 2025-10-15	5	0	0	7,2		2	0	0	0	0				2	0	0	10		1	0	0	14	
bavariya restobar urgench	2025-01-01 - 2025-10-15	5	0	0	4,4		0	0		2	0	0	2,5		3	0	0	5,666666667		0	0			
amirsoy resort	2025-01-01 - 2025-10-15	5	0	0	13,6		0	0		0	0				1	0	0	10		4	0	0	14,5	
улиша шахризабс в ташкенте	2025-01-01 - 2025-10-15	5	1	20	3	3	0	0		5	1	20	3	3	0	0				0	0			
торговый центр парус в ташкенте	2025-01-01 - 2025-10-15	5	0	0	9,4		0	0		0	0				2	0	0	7		3	0	0	11	
uzbekistan 3d	2025-01-01 - 2025-10-15	5	1	20	1,6	2	2	0	0	3	1	33,33333333	2	2	0	0				0	0			
улица мукими ташкент	2025-01-01 - 2025-10-15	5	0	0	5		0	0		0	0				5	0	0	5		0	0			
узбекская панорама	2025-01-01 - 2025-10-15	5	2	40	2	2	0	0		5	2	40	2	2	0	0				0	0			
номосковская	2025-01-01 - 2025-10-15	5	0	0	6,2		0	0		1	0	0	3		4	0	0	7		0	0			
улица буюк турон в ташкенте	2025-01-01 - 2025-10-15	5	1	20	4,4	5	0	0		0	0				5	1	20	4,4	5	0	0			
дехкон базар	2025-01-01 - 2025-10-15	5	0	0	4,4		0	0		1	0	0	3		4	0	0	4,75		0	0			
сантехника премиум	2025-01-01 - 2025-10-15	5	0	0	8		0	0		0	0				5	0	0	8		0	0			
покажи узбекистан	2025-01-01 - 2025-10-15	5	0	0	6		0	0		1	0	0	3		3	0	0	5		1	0	0	12	
europol uz	2025-01-01 - 2025-10-15	5	0	0	11,4		0	0		0	0				1	0	0	10		4	0	0	11,75	
ул амира тимура в ташкенте	2025-01-01 - 2025-10-15	5	1	20	3,8	4	0	0		1	0	0	3		4	1	25	4	4	0	0			
город маргилан рынок покажите это или фото или как видео	2025-01-01 - 2025-10-15	5	0	0	7,8		0	0		0	0				5	0	0	7,8		0	0			
anor kafe margilon	2025-01-01 - 2025-10-15	5	0	0	8		0	0		0	0				5	0	0	8		0	0			
nirvana ташкент	2025-01-01 - 2025-10-15	5	0	0	10,2		0	0		0	0				3	0	0	9,666666667		2	0	0	11	
ташкент улица буюк ипак йули	2025-01-01 - 2025-10-15	5	1	20	5	5	0	0		0	0				5	1	20	5	5	0	0			
milliy stadium	2025-01-01 - 2025-10-15	5	0	0	9,8		0	0		0	0				4	0	0	9,25		1	0	0	12	
prosmotr ulitsa	2025-01-01 - 2025-10-15	5	0	0	9		0	0		0	0				5	0	0	9		0	0			
улица заркайнар	2025-01-01 - 2025-10-15	5	0	0	6,2		0	0		0	0				5	0	0	6,2		0	0			
апрель ресторан ташкент	2025-01-01 - 2025-10-15	5	1	20	7,4	9	0	0		1	0	0	3		4	1	25	8,5	9	0	0			
cheers. uz	2025-01-01 - 2025-10-15	5	0	0	9,6		0	0		0	0				4	0	0	9,25		1	0	0	11	
amirsoy	2025-01-01 - 2025-10-15	5	0	0	8,8		0	0		0	0				3	0	0	7		2	0	0	11,5	
кафе элефант на куйлюке	2025-01-01 - 2025-10-15	5	0	0	9,8		0	0		0	0				3	0	0	9		2	0	0	11	
таш термал узбекистан санаторий	2025-01-01 - 2025-10-15	5	2	40	19,2	20	0	0		0	0				0	0				5	2	40	19,2	20
природа ташкента	2025-01-01 - 2025-10-15	5	0	0	11		0	0		0	0				2	0	0	8,5		3	0	0	12,66666667	
compass большая кольцевая дорога, 17, ташкент фото	2025-01-01 - 2025-10-15	5	0	0	11,6		0	0		0	0				0	0				5	0	0	11,6	
ташкент площадь хадра	2025-01-01 - 2025-10-15	5	1	20	5,4	6	0	0		0	0				5	1	20	5,4	6	0	0			
roxat kuruk	2025-01-01 - 2025-10-15	5	0	0	3,6		0	0		2	0	0	3		3	0	0	4		0	0			
чорсу базар в ташкенте	2025-01-01 - 2025-10-15	5	0	0	22		1	0	0	0	0				1	0	0	6		3	0	0	34,33333333	
музей городище минг урик ул. моштабиб, 31 фото	2025-01-01 - 2025-10-15	5	0	0	9,6		0	0		0	0				3	0	0	8,666666667		2	0	0	11	
прямой эфир хива	2025-01-01 - 2025-10-15	5	1	20	6,6	7	0	0		0	0				5	1	20	6,6	7	0	0			
жд вокзал ташкент южный на карте	2025-01-01 - 2025-10-15	5	0	0	11,4		0	0		0	0				1	0	0	9		4	0	0	12	
bc kayan	2025-01-01 - 2025-10-15	5	1	20	1	1	5	1	20	0	0				0	0				0	0			
ko'kcha	2025-01-01 - 2025-10-15	5	0	0	4,6		0	0		1	0	0	3		4	0	0	5		0	0			
ташкент яккасарайский район 9-й проезд абдуллы каххара 1а bukagym	2025-01-01 - 2025-10-15	5	0	0	11,4		0	0		0	0				0	0				5	0	0	11,4	
мукими улица	2025-01-01 - 2025-10-15	5	0	0	4,8		0	0		0	0				5	0	0	4,8		0	0			
o'zbekistan	2025-01-01 - 2025-10-15	5	0	0	10,2		0	0		0	0				3	0	0	7,666666667		2	0	0	14	
санаторий у ташморя	2025-01-01 - 2025-10-15	5	1	20	1,6	2	2	0	0	3	1	33,33333333	2	2	0	0				0	0			
узбекистан наманган аэропорт видеофильм	2025-01-01 - 2025-10-15	5	0	0	11,8		0	0		0	0				1	0	0	10		4	0	0	12,25	
атлас мебель	2025-01-01 - 2025-10-15	5	0	0	10,8		0	0		0	0				1	0	0	10		4	0	0	11	
тошморе	2025-01-01 - 2025-10-15	5	0	0	10,6		0	0		0	0				2	0	0	8,5		3	0	0	12	
улица мустакиллик ташкент	2025-01-01 - 2025-10-15	5	0	0	6,4		0	0		0	0				5	0	0	6,4		0	0			
зебузар	2025-01-01 - 2025-10-15	5	0	0	11,6		0	0		0	0				1	0	0	10		4	0	0	12	
трц парус ташкент	2025-01-01 - 2025-10-15	5	0	0	9,6		0	0		0	0				3	0	0	8,333333333		2	0	0	11,5	
узбекский панорама	2025-01-01 - 2025-10-15	5	0	0	5		0	0		0	0				5	0	0	5		0	0			
uz pano.ru 2025	2025-01-01 - 2025-10-15	5	0	0	10,2		0	0		0	0				2	0	0	8		3	0	0	11,66666667	
ширмон булок	2025-01-01 - 2025-10-15	5	0	0	12		0	0		0	0				1	0	0	9		4	0	0	12,75	
улица шахрисабз ташкент	2025-01-01 - 2025-10-15	5	0	0	5,4		0	0		0	0				5	0	0	5,4		0	0			
txt group shirin	2025-01-01 - 2025-10-15	5	2	40	6,4	7	0	0		0	0				5	2	40	6,4	7	0	0			
urganch park	2025-01-01 - 2025-10-15	5	0	0	4,6		0	0		3	0	0	2,333333333		2	0	0	8		0	0			
ташкент музей восковых фигур	2025-01-01 - 2025-10-15	5	0	0	10,4		0	0		0	0				3	0	0	9,333333333		2	0	0	12	
шахрисабз что посмотреть	2025-01-01 - 2025-10-15	5	0	0	5,6		1	0	0	0	0				4	0	0	6,75		0	0			
mds-service ул. боткина, 110/3, ташкент фото	2025-01-01 - 2025-10-15	5	0	0	10,8		0	0		0	0				2	0	0	10		3	0	0	11,33333333	
жд вокзал в ташкенте на карте	2025-01-01 - 2025-10-15	5	0	0	9,8		0	0		0	0				3	0	0	9		2	0	0	11	
северная вокзал	2025-01-01 - 2025-10-15	5	0	0	9,2		0	0		0	0				3	0	0	8		2	0	0	11	
парк бабура в намангане	2025-01-01 - 2025-10-15	5	1	20	5	5	0	0		0	0				5	1	20	5	5	0	0			
chayxana	2025-01-01 - 2025-10-15	5	0	0	8,2		0	0		0	0				5	0	0	8,2		0	0			
айбек ташкент, улица айбека фото	2025-01-01 - 2025-10-15	5	0	0	5		0	0		0	0				5	0	0	5		0	0			
ташкент,ул.фуркат	2025-01-01 - 2025-10-15	5	0	0	8		0	0		0	0				5	0	0	8		0	0			
зебу зар	2025-01-01 - 2025-10-15	5	0	0	7		0	0		0	0				5	0	0	7		0	0			
базар малика в ташкенте	2025-01-01 - 2025-10-15	5	1	20	10,2	8	0	0		0	0				2	1	50	8	8	3	0	0	11,66666667	
улица шота руставели	2025-01-01 - 2025-10-15	5	0	0	9,8		0	0		0	0				4	0	0	9,5		1	0	0	11	
ташкент южный вокзал	2025-01-01 - 2025-10-15	5	0	0	11,2		0	0		0	0				2	0	0	10		3	0	0	12	
ташкент улица горького	2025-01-01 - 2025-10-15	5	1	20	6,2	4	0	0		0	0				5	1	20	6,2	4	0	0			
станция космонавтов ташкент	2025-01-01 - 2025-10-15	5	0	0	13,2		0	0		0	0				0	0				5	0	0	13,2	
кох ота мечеть	2025-01-01 - 2025-10-15	5	0	0	5,2		0	0		0	0				5	0	0	5,2		0	0			
музей вооружения	2025-01-01 - 2025-10-15	5	0	0	11,2		0	0		0	0				0	0				5	0	0	11,2	
xuma arena bugun jange	2025-01-01 - 2025-10-15	5	1	20	5,2	5	0	0		0	0				5	1	20	5,2	5	0	0			
проспект амира	2025-01-01 - 2025-10-15	5	0	0	6,6		0	0		0	0				5	0	0	6,6		0	0			
карта куйлюка	2025-01-01 - 2025-10-15	5	2	40	3,8	4	0	0		1	0	0	3		4	2	50	4	4	0	0			
махтумкули улица ташкент	2025-01-01 - 2025-10-15	5	0	0	5,4		0	0		0	0				5	0	0	5,4		0	0			
дом восковых фигур ташкент	2025-01-01 - 2025-10-15	5	0	0	11,4		0	0		0	0				1	0	0	10		4	0	0	11,75	
савдо маркази	2025-01-01 - 2025-10-15	5	0	0	8		0	0		0	0				4	0	0	7,25		1	0	0	11	
нрг ойбек	2025-01-01 - 2025-10-15	5	0	0	10,2		0	0		0	0				4	0	0	10		1	0	0	11	
хонабот дам олувчи маскан	2025-01-01 - 2025-10-15	5	1	20	7,8	8	0	0		0	0				5	1	20	7,8	8	0	0			
парк ашхабад	2025-01-01 - 2025-10-15	5	0	0	10,6		0	0		0	0				2	0	0	9		3	0	0	11,66666667	
панорама бухара	2025-01-01 - 2025-10-15	5	0	0	5,6		0	0		1	0	0	2		4	0	0	6,5		0	0			
pyramid tower	2025-01-01 - 2025-10-15	5	0	0	10,4		0	0		0	0				3	0	0	9,333333333		2	0	0	12	
улугбек памятник	2025-01-01 - 2025-10-15	5	0	0	8,8		0	0		0	0				4	0	0	8,25		1	0	0	11	
janubiy vokzal toshkent	2025-01-01 - 2025-10-15	5	0	0	12,6		0	0		0	0				0	0				5	0	0	12,6	
захид кебаб в ташкенте	2025-01-01 - 2025-10-15	5	0	0	11,8		0	0		0	0				0	0				5	0	0	11,8	
университет туризма шелковый путь университетский бул., 17, самарканд фото	2025-01-01 - 2025-10-15	5	0	0	9,2		0	0		0	0				4	0	0	8,5		1	0	0	12	
что такое бердах	2025-01-01 - 2025-10-15	5	0	0	9,2		0	0		0	0				3	0	0	8		2	0	0	11	
ривера ташкент	2025-01-01 - 2025-10-15	5	0	0	11,6		0	0		0	0				0	0				5	0	0	11,6	
улица шота руставели (ташкент)	2025-01-01 - 2025-10-15	5	0	0	12,2		0	0		0	0				0	0				5	0	0	12,2	
arca mebel itacom	2025-01-01 - 2025-10-15	5	0	0	21		0	0		0	0				0	0				5	0	0	21	
кто такой бердах	2025-01-01 - 2025-10-15	5	0	0	9,2		0	0		0	0				5	0	0	9,2		0	0			
termez bolajon park	2025-01-01 - 2025-10-15	5	0	0	3,8		0	0		3	0	0	2,333333333		2	0	0	6		0	0			
дворец международных форумов узбекистан ул. истикбол, 1 фото	2025-01-01 - 2025-10-15	5	0	0	6,6		0	0		0	0				5	0	0	6,6		0	0			
кафе бурбон ташкент	2025-01-01 - 2025-10-15	5	0	0	10,8		0	0		0	0				2	0	0	10		3	0	0	11,33333333	
shirmon buloq	2025-01-01 - 2025-10-15	5	0	0	9,8		0	0		0	0				2	0	0	7		3	0	0	11,66666667	
самарканд дарвоза в ташкенте	2025-01-01 - 2025-10-15	5	0	0	13		0	0		0	0				0	0				5	0	0	13	
кулоктепа	2025-01-01 - 2025-10-15	5	0	0	2,8		0	0		4	0	0	2,5		1	0	0	4		0	0			
сергили кивартера	2025-01-01 - 2025-10-15	5	2	40	2	2	0	0		5	2	40	2	2	0	0				0	0			
чигатой бозори	2025-01-01 - 2025-10-15	5	0	0	6,8		0	0		0	0				5	0	0	6,8		0	0			
жоме	2025-01-01 - 2025-10-15	5	0	0	8,8		0	0		0	0				4	0	0	7,75		1	0	0	13	
serenity spa ташкент	2025-01-01 - 2025-10-15	5	0	0	8,6		0	0		0	0				3	0	0	7		2	0	0	11	
чорсу локация	2025-01-01 - 2025-10-15	5	0	0	5,8		0	0		0	0				5	0	0	5,8		0	0			
тц эски шахар	2025-01-01 - 2025-10-15	5	0	0	4,8		0	0		0	0				5	0	0	4,8		0	0			
sangorod	2025-01-01 - 2025-10-15	4	1	25	2	2	0	0		4	1	25	2	2	0	0				0	0			
humo arena	2025-01-01 - 2025-10-15	4	0	0	11,5		0	0		0	0				0	0				4	0	0	11,5	
do'rmon	2025-01-01 - 2025-10-15	4	0	0	8,25		0	0		0	0				4	0	0	8,25		0	0			
кравн замон комплекс адрес	2025-01-01 - 2025-10-15	4	2	50	4,25	5	0	0		1	0	0	3		3	2	66,66666667	4,666666667	5	0	0			
кока кола парк ташкент	2025-01-01 - 2025-10-15	4	1	25	2	2	0	0		4	1	25	2	2	0	0				0	0			
мост в ташкенте	2025-01-01 - 2025-10-15	4	1	25	12	12	0	0		0	0				0	0				4	1	25	12	12
ташкент мустакиллик кучалари куриниши панорама	2025-01-01 - 2025-10-15	4	2	50	2,5	2,5	0	0		4	2	50	2,5	2,5	0	0				0	0			
онлайн камеры бухара	2025-01-01 - 2025-10-15	4	0	0	12		0	0		0	0				1	0	0	9		3	0	0	13	
ашхабад парк в ташкенте	2025-01-01 - 2025-10-15	4	0	0	12,5		0	0		0	0				0	0				4	0	0	12,5	
маргилондаги бурхониддин маргилони мажмуаси курилган йил	2025-01-01 - 2025-10-15	4	2	50	2,5	1	2	2	100	1	0	0	3		1	0	0	5		0	0			
nbu uzbekistan	2025-01-01 - 2025-10-15	4	0	0	9		0	0		0	0				3	0	0	8		1	0	0	12	
toshkent siti	2025-01-01 - 2025-10-15	4	0	0	11,75		0	0		0	0				0	0				4	0	0	11,75	
toshkent rasmlari	2025-01-01 - 2025-10-15	4	0	0	3,75		0	0		2	0	0	3		2	0	0	4,5		0	0			
imom ota	2025-01-01 - 2025-10-15	4	0	0	12		0	0		0	0				0	0				4	0	0	12	
ххива	2025-01-01 - 2025-10-15	4	0	0	5,5		0	0		0	0				4	0	0	5,5		0	0			
хужаобод йпх маскани	2025-01-01 - 2025-10-15	4	0	0	1		4	0	0	0	0				0	0				0	0			
русский лес магазин мебели в ташкенте	2025-01-01 - 2025-10-15	4	0	0	11		0	0		0	0				1	0	0	10		3	0	0	11,33333333	
telman park	2025-01-01 - 2025-10-15	4	0	0	3,5		0	0		2	0	0	3		2	0	0	4		0	0			
ислама каримова улица	2025-01-01 - 2025-10-15	4	0	0	8,75		0	0		0	0				4	0	0	8,75		0	0			
little tots	2025-01-01 - 2025-10-15	4	1	25	4,5	3	0	0		2	1	50	3	3	2	0	0	6		0	0			
горы в джизаке	2025-01-01 - 2025-10-15	4	0	0	8,5		0	0		0	0				4	0	0	8,5		0	0			
улица шота руставели с домами	2025-01-01 - 2025-10-15	4	0	0	5,25		0	0		0	0				4	0	0	5,25		0	0			
ташкентский завод шампанских вин	2025-01-01 - 2025-10-15	4	0	0	6,5		0	0		0	0				4	0	0	6,5		0	0			
тц парус	2025-01-01 - 2025-10-15	4	0	0	7		0	0		0	0				4	0	0	7		0	0			
что такое маристелла	2025-01-01 - 2025-10-15	4	2	50	4,25	5	0	0		1	0	0	3		3	2	66,66666667	4,666666667	5	0	0			
golden tower ташкент	2025-01-01 - 2025-10-15	4	3	75	2	2	0	0		4	3	75	2	2	0	0				0	0			
саф тавур	2025-01-01 - 2025-10-15	4	0	0	6		0	0		0	0				4	0	0	6		0	0			
chontak choyhona	2025-01-01 - 2025-10-15	4	0	0	9		0	0		0	0				4	0	0	9		0	0			
ул. мирзо улугбека	2025-01-01 - 2025-10-15	4	0	0	4		0	0		0	0				4	0	0	4		0	0			
ул. буюк ипак йули	2025-01-01 - 2025-10-15	4	0	0	6		0	0		0	0				4	0	0	6		0	0			
международный дворец культуры икуо хираямы	2025-01-01 - 2025-10-15	4	0	0	9,5		0	0		0	0				4	0	0	9,5		0	0			
saftower	2025-01-01 - 2025-10-15	4	1	25	8,5	9	0	0		0	0				4	1	25	8,5	9	0	0			
тараккиёт, дом 78, яшнабадский район, ташкент	2025-01-01 - 2025-10-15	4	0	0	11,75		0	0		0	0				0	0				4	0	0	11,75	
uz shovot 16 tur	2025-01-01 - 2025-10-15	4	0	0	9,25		0	0		0	0				4	0	0	9,25		0	0			
?ужа порсо масжиди	2025-01-01 - 2025-10-15	4	0	0	6,75		0	0		0	0				4	0	0	6,75		0	0			
15 гор больница	2025-01-01 - 2025-10-15	4	0	0	9,5		0	0		0	0				4	0	0	9,5		0	0			
маргилан маххалла байналминал 301	2025-01-01 - 2025-10-15	4	0	0	8,5		0	0		0	0				4	0	0	8,5		0	0			
jifangeg	2025-01-01 - 2025-10-15	4	0	0	2,25		1	0	0	3	0	0	2,666666667		0	0				0	0			
sputnik karta uzbekistan 2025	2025-01-01 - 2025-10-15	4	0	0	5,25		0	0		2	0	0	2,5		2	0	0	8		0	0			
первый проезд амира темура	2025-01-01 - 2025-10-15	4	0	0	11,25		0	0		0	0				1	0	0	10		3	0	0	11,66666667	
sweetie fix sekis	2025-01-01 - 2025-10-15	4	0	0	2,5		0	0		4	0	0	2,5		0	0				0	0			
улица фуркат ташкент	2025-01-01 - 2025-10-15	4	0	0	4,25		0	0		0	0				4	0	0	4,25		0	0			
мустакиллик улица	2025-01-01 - 2025-10-15	4	0	0	7,25		0	0		0	0				4	0	0	7,25		0	0			
qoqond garadok	2025-01-01 - 2025-10-15	4	0	0	8		0	0		0	0				4	0	0	8		0	0			
куйлик мост	2025-01-01 - 2025-10-15	4	1	25	1,25	1	3	1	33,33333333	1	0	0	2		0	0				0	0			
tashkent c1	2025-01-01 - 2025-10-15	4	1	25	7,75	8	0	0		0	0				4	1	25	7,75	8	0	0			
акфа фото	2025-01-01 - 2025-10-15	4	0	0	11		0	0		0	0				0	0				4	0	0	11	
магазин чимган в ташкенте	2025-01-01 - 2025-10-15	4	0	0	10,5		0	0		0	0				2	0	0	9,5		2	0	0	11,5	
карта города ташкента около башни	2025-01-01 - 2025-10-15	4	0	0	6,25		0	0		0	0				4	0	0	6,25		0	0			
парус в ташкенте	2025-01-01 - 2025-10-15	4	0	0	10,75		0	0		0	0				2	0	0	10		2	0	0	11,5	
александрия оксиана карта	2025-01-01 - 2025-10-15	4	1	25	1	1	4	1	25	0	0				0	0				0	0			
дворец культуры авиастроителей	2025-01-01 - 2025-10-15	4	0	0	9		0	0		0	0				4	0	0	9		0	0			
belamyur porno hub	2025-01-01 - 2025-10-15	4	0	0	9,75		0	0		0	0				4	0	0	9,75		0	0			
mds-service ул. боткина, 110/3 фото	2025-01-01 - 2025-10-15	4	0	0	11,5		0	0		0	0				0	0				4	0	0	11,5	
tashkent, uzbekistan	2025-01-01 - 2025-10-15	4	0	0	6		0	0		0	0				4	0	0	6		0	0			
ташкент яккасарой кушбеги дом 28 посмотреть по спутник	2025-01-01 - 2025-10-15	4	0	0	10,5		0	0		0	0				2	0	0	9,5		2	0	0	11,5	
ташкент район алгоритм	2025-01-01 - 2025-10-15	4	2	50	4,75	5	0	0		0	0				4	2	50	4,75	5	0	0			
арена мабудлари	2025-01-01 - 2025-10-15	4	0	0	11		0	0		0	0				0	0				4	0	0	11	
tashkent mall	2025-01-01 - 2025-10-15	4	0	0	12		0	0		0	0				0	0				4	0	0	12	
сергели 3 ташкент панорама	2025-01-01 - 2025-10-15	4	0	0	10		0	0		0	0				3	0	0	9,666666667		1	0	0	11	
современный файзобад	2025-01-01 - 2025-10-15	4	0	0	11,25		0	0		0	0				0	0				4	0	0	11,25	
узбекистан самый большой мечеть	2025-01-01 - 2025-10-15	4	0	0	10,5		0	0		0	0				2	0	0	10		2	0	0	11	
ташморе фото	2025-01-01 - 2025-10-15	4	0	0	10,5		0	0		0	0				2	0	0	9		2	0	0	12	
малая кольцевая дорога ташкент	2025-01-01 - 2025-10-15	4	0	0	6,25		0	0		0	0				4	0	0	6,25		0	0			
panorama	2025-01-01 - 2025-10-15	4	0	0	8		0	0		0	0				4	0	0	8		0	0			
ташкент узбум	2025-01-01 - 2025-10-15	4	0	0	4,5		0	0		1	0	0	3		3	0	0	5		0	0			
city 21 pan asian restaurant & lounge	2025-01-01 - 2025-10-15	4	0	0	9,75		0	0		0	0				3	0	0	9,333333333		1	0	0	11	
tashthermal	2025-01-01 - 2025-10-15	4	2	50	20	20	0	0		0	0				0	0				4	2	50	20	20
самарканд панорама города	2025-01-01 - 2025-10-15	4	0	0	4,5		0	0		1	0	0	3		3	0	0	5		0	0			
ул мукими	2025-01-01 - 2025-10-15	4	0	0	3,75		0	0		2	0	0	3		2	0	0	4,5		0	0			
схема хумо арены сектора	2025-01-01 - 2025-10-15	4	0	0	5,75		0	0		0	0				3	0	0	4		1	0	0	11	
it park rasm	2025-01-01 - 2025-10-15	4	0	0	8,75		0	0		0	0				4	0	0	8,75		0	0			
airitom free zone ? international trade hub in termez	2025-01-01 - 2025-10-15	4	2	50	5,25	5	0	0		0	0				4	2	50	5,25	5	0	0			
ул максима горького ташкент	2025-01-01 - 2025-10-15	4	0	0	5,5		0	0		0	0				4	0	0	5,5		0	0			
wyndham garden charvak узбекистан	2025-01-01 - 2025-10-15	4	0	0	13		0	0		0	0				0	0				4	0	0	13	
паркентская	2025-01-01 - 2025-10-15	4	0	0	4,5		0	0		0	0				4	0	0	4,5		0	0			
3d map uzbekistan	2025-01-01 - 2025-10-15	4	0	0	2,75		0	0		4	0	0	2,75		0	0				0	0			
андижан 4 ый бухарский переулок	2025-01-01 - 2025-10-15	4	1	25	1,75	2	1	0	0	3	1	33,33333333	2	2	0	0				0	0			
сузук ота жоме масжиди	2025-01-01 - 2025-10-15	4	0	0	6		0	0		0	0				4	0	0	6		0	0			
нукусская улица дом 7	2025-01-01 - 2025-10-15	4	0	0	9		0	0		0	0				4	0	0	9		0	0			
улица малая кольцевая дорога, 9 как добраться	2025-01-01 - 2025-10-15	4	0	0	11,75		0	0		0	0				0	0				4	0	0	11,75	
андижан кизлар дам олишга пули канча жойлари	2025-01-01 - 2025-10-15	4	0	0	21,25		0	0		0	0				0	0				4	0	0	21,25	
